incident_id,incident_date,state,city_or_county,address,victims_killed,victims_injured,suspects_killed,suspects_injured,suspects_arrested,incident_url,source_url
2731681,"October 16, 2023",California,Los Angeles,4410 Lankershim Blvd,3,1,0,0,0,https://www.gunviolencearchive.org/incident/2731681,https://www.dailynews.com/2023/10/16/3-fatally-shot-in-the-san-fernando-valley/
2731021,"October 15, 2023",South Carolina,Barnwell,Quail Rd and Patterson Rd,1,5,0,0,1,https://www.gunviolencearchive.org/incident/2731021,https://www.wrdw.com/2024/12/28/man-charged-womans-2023-barnwell-county-murder/
2730602,"October 15, 2023",Minnesota,Minneapolis,400 block of N 3rd Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2730602,https://www.cbsnews.com/minnesota/news/mpd-4-injured-in-downtown-minneapolis-drive-by-shooting/
2729845,"October 14, 2023",Colorado,Denver,12445 E 39th Ave,3,3,0,0,0,https://www.gunviolencearchive.org/incident/2729845,https://www.9news.com/article/news/crime/victims-identified-killed-denver-mass-shooting/73-17c39ef1-2452-4efe-848b-aa954fdf319a
2730782,"October 13, 2023",Mississippi,Cleveland,1823 S Chrisman Ave,2,2,0,0,1,https://www.gunviolencearchive.org/incident/2730782,https://www.facebook.com/clevepd/posts/pfbid02g2wpXDBxPDAsTMozUMY8NRqKzq5TPxDaAQBs6USRxpS8Aurrb4AuFoHE5y3PkNZjl
2729811,"October 13, 2023",Missouri,Kansas City,E 10th St and Indiana Ave,0,5,0,0,0,https://www.gunviolencearchive.org/incident/2729811,https://www.kshb.com/news/crime/5-injured-in-shooting-near-elementary-school-in-east-kansas-city-police-say
2728246,"October 12, 2023",Minnesota,Princeton,225 190th Ave NE,0,5,0,1,1,https://www.gunviolencearchive.org/incident/2728246,https://www.pinejournal.com/news/minnesota/man-sentenced-to-76-years-in-prison-for-shooting-5-minnesota-officers
2727876,"October 10, 2023",Wisconsin,Madison,116 Milky Way,1,3,0,0,5,https://www.gunviolencearchive.org/incident/2727876,https://www.channel3000.com/news/fifth-person-charged-in-2023-killing-of-madison-teen-at-harmony-apartments/article_55aace8e-4e8c-403e-812a-0b093a9f59b1.html
2725771,"October 8, 2023",Illinois,Chicago,316 W Erie St,0,8,0,0,0,https://www.gunviolencearchive.org/incident/2725771,https://www.fox32chicago.com/news/river-north-mass-shooting-chicago
2725838,"October 8, 2023",Pennsylvania,Indiana,640 N 5th Ave,1,8,0,0,0,https://www.gunviolencearchive.org/incident/2725838,https://dailyvoice.com/pennsylvania/adams/mass-shooting-gunfire-erupts-at-pa-community-center-developing/
2726444,"October 8, 2023",Louisiana,Gonzales,616 N Tobey Ave,1,4,0,0,2,https://www.gunviolencearchive.org/incident/2726444,https://www.weeklycitizen.com/story/news/local/2023/10/11/gonzales-police-provides-update-on-park-shooting-that-injured-seven-resulted-in-one-fatal-vehicle-cr/71143764007/
2725206,"October 7, 2023",Illinois,Chicago,5012 N Winthrop Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2725206,https://home.chicagopolice.org/media_incident/5000-block-of-n-winthrop-on-oct-7-2023-at-approx-1232-p-m-20th-district/
2725669,"October 7, 2023",California,Inglewood,3333 W Manchester Blvd,2,3,0,0,0,https://www.gunviolencearchive.org/incident/2725669,https://www.foxla.com/news/5-hospitalized-after-inglewood-shooting
2725126,"October 6, 2023",South Carolina,Florence,1100 block of Oakland Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2725126,https://wpde.com/news/local/21-year-old-nursing-student-among-4-shot-in-florence-oakland-plaza-avenue-north-critical-condition-shooting-chantel-bruce#
2725422,"October 6, 2023",Nevada,Reno,10640 N McCarran Blvd,0,7,0,0,2,https://www.gunviolencearchive.org/incident/2725422,https://www.kolotv.com/2026/02/25/court-documents-show-gang-ties-zephyr-pointe-apartment-shootings/
2725133,"October 6, 2023",District of Columbia,Washington,100 block of Quincy Pl NE,0,5,0,0,0,https://www.gunviolencearchive.org/incident/2725133,https://www.wusa9.com/article/news/local/dc/five-men-shot-northeast-dc/65-c633b155-6892-4904-b76e-89e453cd3ad0
2723247,"October 4, 2023",Pennsylvania,Philadelphia,7500 block of Whitaker Ave,0,4,1,0,0,https://www.gunviolencearchive.org/incident/2723247,https://www.cbsnews.com/philadelphia/news/michael-hwang-philadelphia-police-officer-shot-crime/
2723237,"October 4, 2023",Minnesota,Saint Paul,1200 block of Hazelwood St,1,3,0,0,0,https://www.gunviolencearchive.org/incident/2723237,https://www.kare11.com/article/news/crime/1-dead-2-injured-st-paul-shooting/89-071bf5cb-da20-4efe-aa78-39ae4791694b?ref=exit-recirc
2723347,"October 4, 2023",California,Los Angeles,S Central Ave and E 90th St,1,4,0,0,0,https://www.gunviolencearchive.org/incident/2723347,https://www.cbsnews.com/losangeles/news/one-dead-several-wounded-after-drive-by-shootings-in-south-la/
2722363,"October 3, 2023",Maryland,Baltimore,1800 Argonne Dr,0,5,0,0,3,https://www.gunviolencearchive.org/incident/2722363,https://baltimorewitness.org/morgan-state-shooting-suspect-re-indicted-receives-trial-date/
2720893,"October 2, 2023",Pennsylvania,Philadelphia,6115 Shelbourne St,3,1,1,0,0,https://www.gunviolencearchive.org/incident/2720893,https://twitter.com/KeeleyFox29/status/1708960130471981202
2720136,"October 1, 2023",Nebraska,Omaha,N 24th St and Decatur St,1,5,0,0,3,https://www.gunviolencearchive.org/incident/2720136,https://omaha.com/news/local/crime-courts/article_54c26abc-0a09-490e-8653-f52de01a680c.html
2720910,"October 1, 2023",Ohio,Toledo,500 block of Leach St,0,4,0,0,1,https://www.gunviolencearchive.org/incident/2720910,https://www.13abc.com/2023/11/29/us-marshals-arrest-man-weiler-homes-shooting-that-injured-multiple-people-including-child/
2720112,"October 1, 2023",Kentucky,Lexington,125 N Mill St,0,4,0,0,1,https://www.gunviolencearchive.org/incident/2720112,https://www.lex18.com/news/shooting-victims-dad-says-son-is-a-hero-for-intervening-during-downtown-shooting
2720476,"October 1, 2023",Illinois,Chicago,50 block of S Whipple St,2,2,0,0,0,https://www.gunviolencearchive.org/incident/2720476,https://chicago.suntimes.com/crime/2023/10/1/23898688/1-killed-3-wounded-including-7-year-old-boy-in-garfield-park-shooting?_ga=2.164409215.170206995.1715177650-330663179.1714497277
2720311,"October 1, 2023",Texas,Houston,8700 block of Cypressbrook Dr,2,2,0,0,1,https://www.gunviolencearchive.org/incident/2720311,https://www.khou.com/article/news/crime/devin-grantom-accused-of-killing-wife-northwest-harris-county/285-5178acaa-dc34-415d-98f1-75233ce55867
2720526,"October 1, 2023",New Jersey,Jersey City,260 Culver Ave,0,5,0,0,0,https://www.gunviolencearchive.org/incident/2720526,https://www.rlsmedia.com/article/five-wounded-jersey-city-grapples-mass-casualty-shooting
2720419,"September 30, 2023",Texas,Laredo,717 E Travis St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2720419,https://www.lmtonline.com/local/article/laredo-police-4-injured-drive-by-shooting-travis-18400366.php
2720128,"September 30, 2023",California,San Pedro,1230 N Park Western Dr,1,3,0,0,1,https://www.gunviolencearchive.org/incident/2720128,https://ktla.com/news/local-news/lapd-to-announce-arrest-of-alleged-killer-of-3/
2719793,"September 29, 2023",Louisiana,Lake Charles,2212 Broad St,1,3,0,0,1,https://www.gunviolencearchive.org/incident/2719793,https://www.kplctv.com/2023/10/07/arrest-made-broad-street-homicide-case/
2717131,"September 27, 2023",District of Columbia,Washington,2423 14th St NE,2,3,0,0,0,https://www.gunviolencearchive.org/incident/2717131,https://www.washingtonpost.com/dc-md-va/2023/09/29/dc-homicide-northeast-wednesday/
2715316,"September 25, 2023",Texas,Dallas,4800 block of Elsie Faye Heggins St,1,3,0,0,1,https://www.gunviolencearchive.org/incident/2715316,https://www.fox4news.com/news/jeremiah-moore-savannah-chavez-murder-dallas
2715722,"September 25, 2023",Florida,Jacksonville,4229 Moncrief Rd W,0,6,0,0,0,https://www.gunviolencearchive.org/incident/2715722,https://www.actionnewsjax.com/news/breaking-news/jso-investigating-after-6-people-shot-apartment-complex-moncrief/A2PQJIA7R5EIBMDPDCXLOSNCSU/
2714225,"September 24, 2023",Oklahoma,Oklahoma City,SW 26th St and S Agnew Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2714225,https://www.oklahoman.com/story/news/crime/2023/09/25/okc-police-four-injured-shooting-no-arrests-made/70960930007/
2714677,"September 24, 2023",South Carolina,Columbia,225 Saddletrail Rd,3,1,0,0,3,https://www.gunviolencearchive.org/incident/2714677,https://www.coladaily.com/communities/columbia/third-suspect-arrested-in-connection-to-weekend-shooting-of-three-teens/article_3e4a98a2-5c9f-11ee-94e1-5b802f9f68d3.html
2714319,"September 23, 2023",Florida,Jacksonville,8846 A C Skinner Pkwy,3,1,0,0,0,https://www.gunviolencearchive.org/incident/2714319,https://www.jacksonville.com/story/news/crime/2023/09/27/triple-shooting-kills-6-year-old-wounds-12-year-old-in-jacksonville/70978734007/
2714462,"September 23, 2023",Tennessee,Covington,2951 Hwy 51 N,1,4,0,0,2,https://www.gunviolencearchive.org/incident/2714462,https://wreg.com/news/arrests-made-year-after-fatal-event-center-shootout/
2713920,"September 23, 2023",Virginia,Chesapeake,1300 block of Drayton Rd,1,4,0,0,1,https://www.gunviolencearchive.org/incident/2713920,https://www.13newsnow.com/article/news/crime/deadly-chesapeake-shooting-murder-keyshawn-shannon/291-3df02721-31b5-4a25-b941-0d633534c3b7
2714081,"September 23, 2023",District of Columbia,Washington,1360 H St NE,1,3,0,0,2,https://www.gunviolencearchive.org/incident/2714081,https://www.wusa9.com/article/news/crime/second-man-charged-connection-quadruple-shooting-killed-former-morgan-state-basketball-player/65-7084bbbe-3354-4786-a9a4-b211c294cdc4
2713404,"September 23, 2023",California,Downey,11018 Downey Ave,0,4,0,0,1,https://www.gunviolencearchive.org/incident/2713404,https://www.foxla.com/news/4-shot-at-downey-restaurant-suspects-still-at-large
2713409,"September 22, 2023",California,Pomona,1500 E 1st St,1,4,0,0,0,https://www.gunviolencearchive.org/incident/2713409,https://ktla.com/news/local-news/teen-fatally-shot-at-pomona-party-suspect-at-large/
2713467,"September 22, 2023",Louisiana,Monroe,1101 Richwood Rd 2,1,3,0,0,1,https://www.gunviolencearchive.org/incident/2713467,https://www.myarklamiss.com/crime/arklamiss-mostwanted/2023-fatal-monroe-apartment-shooting-suspect-arrested-during-traffic-stop/
2713882,"September 22, 2023",Minnesota,Minneapolis,Lake St and Lyndale Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2713882,https://www.cbsnews.com/minnesota/news/uptown-shooting-4-men-injured/?intcid=CNR-01-0623
2710366,"September 18, 2023",North Carolina,Spring Lake,214 S 6th St,1,3,0,0,0,https://www.gunviolencearchive.org/incident/2710366,https://www.wral.com/story/woman-killed-3-children-hurt-in-spring-lake-shooting/21055789/
2709172,"September 18, 2023",North Carolina,Charlotte,200 block of N Tryon St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2709172,https://www.wbtv.com/2023/09/18/police-4-hurt-uptown-charlotte-shooting/
2708996,"September 17, 2023",Massachusetts,Boston,50 Ames St,0,5,0,0,2,https://www.gunviolencearchive.org/incident/2708996,https://www.yahoo.com/news/2nd-man-wanted-boston-shooting-012827552.html
2708659,"September 17, 2023",Texas,El Paso,12300 Tierra Inca Dr,2,3,0,1,1,https://www.gunviolencearchive.org/incident/2708659,https://www.ktsm.com/news/docs-ghost-gun-linked-to-murder-of-teens-at-summer-house-party/
2709153,"September 17, 2023",Illinois,Romeoville,512 Concord Ave,5,0,1,0,0,https://www.gunviolencearchive.org/incident/2709153,https://abc7chicago.com/post/shooter-nathaniel-huey-jrs-fiance-ermalinda-palomo-was-mastermind-behind-2023-murder-romeoville-family-police-files-show/15390744/
2708490,"September 16, 2023",Indiana,South Bend,Huron St and Philippa St,0,4,0,0,2,https://www.gunviolencearchive.org/incident/2708490,https://www.southbendtribune.com/story/news/local/2023/09/22/police-arrest-two-males-for-shooting-on-south-bends-westside/70933120007/
2708514,"September 16, 2023",Colorado,Denver,1946 Market St,0,5,0,0,1,https://www.gunviolencearchive.org/incident/2708514,https://ktla.com/news/local-news/suspect-wanted-for-denver-club-shooting-arrested-in-barstow/
2710554,"September 15, 2023",Mississippi,Tchula,14592 Martin Luther King Dr,1,6,0,0,0,https://www.gunviolencearchive.org/incident/2710554,https://www.truepeoplesearch.com/find/person/pxu8l6r08869r4u2n2409
2706325,"September 13, 2023",Pennsylvania,Philadelphia,W York St and N Marshall St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2706325,https://opendataphilly.org/datasets/shooting-victims/
2704430,"September 11, 2023",Florida,Palm Bay,1200 Hadley Cir SE,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2704430,https://www.clickorlando.com/news/local/2023/09/12/multiple-gunshot-victims-at-palm-bay-apartment-complex-police-say/
2703680,"September 10, 2023",Michigan,Detroit,8600 block of Rosemont Ave,2,2,0,0,0,https://www.gunviolencearchive.org/incident/2703680,https://www.detroitnews.com/story/news/local/detroit-city/2023/09/11/2-dead-2-wounded-shooting-detroits-west-side/70820733007/
2703436,"September 10, 2023",Indiana,Indianapolis,800 block of W 29th St,0,5,0,0,0,https://www.gunviolencearchive.org/incident/2703436,https://www.indystar.com/story/news/crime/2023/09/10/5-shot-overnight-indianapolis-north-side/70817960007/
2704593,"September 10, 2023",New Jersey,Jersey City,Martin Luther King Dr and Orient Ave,0,5,0,0,0,https://www.gunviolencearchive.org/incident/2704593,https://www.rlsmedia.com/article/early-morning-mass-casualty-shooting-jersey-city-reportedly-leaves-four-injured
2702902,"September 9, 2023",Illinois,Chicago,6500 block of S King Dr,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2702902,https://home.chicagopolice.org/media_incident/6500-block-of-s-king-on-sep-9-2023-at-approx-620-p-m-3rd-district/
2703975,"September 9, 2023",South Carolina,Rock Hill,800 block of Brunswick Dr,0,4,0,0,2,https://www.gunviolencearchive.org/incident/2703975,https://www.heraldonline.com/news/local/crime/article279197424.html
2701771,"September 7, 2023",Texas,Dallas,5300 block of Colonial Ave,1,3,0,0,1,https://www.gunviolencearchive.org/incident/2701771,https://www.mytexasdaily.com/north-texas/dallas-man-arrested-following-fatal-shooting-and-standoff/article_e4dd6a69-78a0-5702-b07b-a9bb17d1d396.html
2700661,"September 6, 2023",New York,Brooklyn,56 Marcus Garvey Blvd,0,4,0,0,3,https://www.gunviolencearchive.org/incident/2700661,https://www.nydailynews.com/2023/09/09/mta-worker-hit-by-stray-bullet-while-visiting-father-shes-in-shock/
2701037,"September 6, 2023",Mississippi,Jackson,3400 block of Lampton Ave,1,3,0,0,1,https://www.gunviolencearchive.org/incident/2701037,https://www.wapt.com/article/arrest-in-jackson-shooting-that-killed-1-injured-3/46611553
2701233,"September 6, 2023",Texas,El Paso (Socorro),253 Flor Margarita Blvd,0,4,0,0,3,https://www.gunviolencearchive.org/incident/2701233,https://www.ktsm.com/news/socorro-police-3-men-arrested-for-2023-shooting-2-others-arrested-in-unrelated-charges/
2699229,"September 5, 2023",Illinois,Chicago,4718 W Gladys Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2699229,https://twitter.com/SpotNewsWatch/status/1699076638401794150
2699475,"September 4, 2023",Georgia,Dublin,100 block of E Jackson St,1,3,0,0,3,https://www.gunviolencearchive.org/incident/2699475,https://gbi.georgia.gov/press-releases/2023-09-12/gbi-investigates-shooting-death-dublin-man
2698496,"September 4, 2023",Alabama,Birmingham,930 5th Ave N,2,3,0,0,0,https://www.gunviolencearchive.org/incident/2698496,https://www.al.com/news/2023/09/miles-college-student-devoted-mother-killed-in-birmingham-club-shooting-before-uab-er-drive-by.html?fbclid=IwAR24Bi8nx3C2Yp3ACyi81GqceG2PjGf_tV1zB22yB7ZHBXRaGQyapmUtNrk
2698171,"September 3, 2023",Georgia,Atlanta,3516 Adkins Rd NW,0,5,1,0,0,https://www.gunviolencearchive.org/incident/2698171,https://www.11alive.com/article/news/crime/multiple-shot-atlanta-adkins-road/85-59efb55b-3345-459a-9fee-9b1f148cd7ed
2698160,"September 3, 2023",Illinois,Freeport,300 block of E Pleasant St,1,3,0,0,0,https://www.gunviolencearchive.org/incident/2698160,https://www.wifr.com/2023/09/05/police-name-man-shot-freeport/
2698786,"September 3, 2023",North Carolina,High Point,2900 block of Creekview Ct,1,3,0,0,0,https://www.gunviolencearchive.org/incident/2698786,https://www.wfmynews2.com/article/news/crime/one-man-dead-three-men-hurt-in-shooting-on-creekview-court-in-high-point/83-b9123fef-0c52-45bd-8ba3-01290246eba7
2698107,"September 3, 2023",Texas,Galveston,4002 Mendocino Dr,2,2,0,0,0,https://www.gunviolencearchive.org/incident/2698107,https://www.click2houston.com/news/local/2023/09/03/2-dead-several-others-injured-in-shooting-at-galveston-party/
2697278,"September 2, 2023",Massachusetts,Lynn,189 Essex St,2,5,0,0,6,https://www.gunviolencearchive.org/incident/2697278,https://www.wcvb.com/article/lynn-massachusetts-six-charged-with-murder-drive-by-shooting/61641018?utm_campaign=snd-autopilot
2696474,"August 31, 2023",South Carolina,Yemassee,3474 Point S Dr,0,5,0,0,2,https://www.gunviolencearchive.org/incident/2696474,https://www.blufftontoday.com/story/news/crime/2025/08/25/yemassee-man-convicted-in-shooting-that-injured-two-children-and-pregnant-woman/85743819007/
2695354,"August 30, 2023",Illinois,Peoria,2217 W Marquette Ave,1,4,0,0,2,https://www.gunviolencearchive.org/incident/2695354,https://www.centralillinoisproud.com/news/top-stories/peoria-man-charged-with-rico-murder-in-teens-death/
2695977,"August 30, 2023",Texas,Houston,2800 block of Chimney Rock Rd,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2695977,https://www.khou.com/article/news/crime/houston-shooting-galleria-food-truck-park/285-ce5a8978-b67d-45de-b0a3-5330ed790acf
2694045,"August 29, 2023",New York,Rochester,15 Savannah St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2694045,https://www.rochesterfirst.com/rochester/massive-police-presence-in-downtown-rochester-east-main-scio-street-savannah-shooting/?utm_source=t.co&utm_medium=referral&utm_campaign=socialflow
2692290,"August 27, 2023",Ohio,Mansfield,137 Blymyer Ave,1,3,0,0,2,https://www.gunviolencearchive.org/incident/2692290,https://fox8.com/news/less-than-48-hours-2-caught-in-fatal-shooting/
2691802,"August 27, 2023",Kentucky,Louisville,301 Market St,2,4,0,0,1,https://www.gunviolencearchive.org/incident/2691802,https://www.wdrb.com/news/crime-reports/police-arrest-suspect-weeks-after-shooting-at-downtown-louisville-restaurant-kills-2/article_3be03fda-53ef-11ee-aefd-dff31c16542c.html
2692120,"August 27, 2023",Michigan,Detroit,11644 Cloverdale St,1,4,0,0,0,https://www.gunviolencearchive.org/incident/2692120,https://www.fox2detroit.com/news/police-5-shot-1-fatally-outside-of-motorcycle-club-on-detroits-west-side
2691769,"August 27, 2023",Ohio,Cleveland,11500 block of St Mark Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2691769,https://twitter.com/NEO_Scan/status/1695685453460963664
2692512,"August 27, 2023",Colorado,Pueblo,1200 block of Berwind Ave,1,3,0,0,0,https://www.gunviolencearchive.org/incident/2692512,https://www.koaa.com/news/covering-colorado/one-killed-3-wounded-in-pueblo-shooting
2690924,"August 26, 2023",Massachusetts,Boston,10 Talbot Ave,0,7,0,1,3,https://www.gunviolencearchive.org/incident/2690924,https://www.universalhub.com/2023/third-man-arrested-mass-shooting-talbot-avenue
2691275,"August 26, 2023",Utah,Orem,360 S State St,0,5,0,5,5,https://www.gunviolencearchive.org/incident/2691275,https://www.ksl.com/article/50728201/2-men-charged-after-orem-apartment-complex-shootout
2692026,"August 26, 2023",Mississippi,Ripley,100 block of Peacock Holler,0,4,0,0,1,https://www.gunviolencearchive.org/incident/2692026,https://www.facebook.com/NEWSINMISSISSIPPI/posts/pfbid02X7oiUntHaddb9aHujqiYYdBAuNE1xwwKqCpVPV3gaChBt54swPjDPnuzzotMB5sNl
2690914,"August 25, 2023",Florida,Tallahassee,1303 Ocala Rd,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2690914,https://www.wtxl.com/late-night-shooting-four-people-shot-at-tallahassee-apartment-complex
2690809,"August 25, 2023",California,Pasadena,151 E Orange Grove Blvd,0,5,0,0,0,https://www.gunviolencearchive.org/incident/2690809,https://abc7.com/pasadena-shooting-gunfire-community-arms-apartments-gun-violence/13702326/
2690239,"August 24, 2023",Ohio,Hartville,13305 Carnation Ave NW,4,0,1,0,0,https://www.gunviolencearchive.org/incident/2690239,https://www.wkyc.com/article/news/local/stark-county/family-of-5-found-dead-stark-county-police-investigating-quadruple-murder-suicide/95-861d9b5c-6c8b-4bd8-9a88-5e1ea802ce79
2688942,"August 23, 2023",California,Trabuco Canyon,19152 Santiago Canyon Rd,3,5,1,0,0,https://www.gunviolencearchive.org/incident/2688942,https://en.wikipedia.org/wiki/2023_Trabuco_Canyon_shooting
2688888,"August 23, 2023",Ohio,Warren (Howland),Highlawn Ave SE,0,4,1,0,0,https://www.gunviolencearchive.org/incident/2688888,https://www.wkbn.com/news/local-news/howland-news/coroners-office-says-howland-standoff-suspect-died-friday/
2688256,"August 22, 2023",Illinois,Chicago,1521 S Trumbull Ave,1,3,0,0,0,https://www.gunviolencearchive.org/incident/2688256,https://chicago.suntimes.com/crime/2023/8/22/23842513/four-people-shot-one-fatally-in-north-lawndale?_ga=2.83999961.1311543831.1705418234-713210361.1705256124
2686943,"August 21, 2023",Pennsylvania,Upper Darby,635 Long Lane,1,3,0,0,0,https://www.gunviolencearchive.org/incident/2686943,https://www.delcotimes.com/2023/08/25/man-killed-in-upper-darby-at-event-for-slaying-victim-identified/
2687693,"August 21, 2023",New York,Valley Stream,89 Ocean Ave,1,3,0,0,3,https://www.gunviolencearchive.org/incident/2687693,https://www.newsday.com/long-island/crime/nassau-county-district-attorney-anne-donnelly-fatal-shooting-prison-sg8b6unp
2687319,"August 20, 2023",Texas,Denison,1100 block of W Owings St,1,3,0,0,3,https://www.gunviolencearchive.org/incident/2687319,https://www.kxii.com/2023/08/21/denison-police-investigate-fatal-shooting-suspect-not-identified/
2686454,"August 20, 2023",Wisconsin,Milwaukee,S 12th St and W Mitchell St,0,4,0,0,1,https://www.gunviolencearchive.org/incident/2686454,https://www.wkow.com/news/14-people-were-shot-one-fatally-in-the-same-milwaukee-neighborhood-police-say/article_bd93e890-00e3-5e30-9c90-a0908f22f8be.html
2686221,"August 20, 2023",Minnesota,Minneapolis,814 E Franklin Ave,0,9,0,0,2,https://www.gunviolencearchive.org/incident/2686221,https://www.mncrime.com/latest/17-year-old-gunman-to-stand-trial-in-minneapolis-mass-shooting-case
2686543,"August 20, 2023",Georgia,Louisville,1000 block of Handy St,0,5,0,0,3,https://www.gunviolencearchive.org/incident/2686543,https://www.wjbf.com/csra-news/three-people-arrested-charged-in-connection-to-handy-street-drive-by-shooting/
2685998,"August 20, 2023",Washington,Seattle,2205 Rainier Ave S,3,6,0,0,0,https://www.gunviolencearchive.org/incident/2685998,https://www.seattletimes.com/seattle-news/law-justice/authorities-id-woman-2-men-killed-in-shooting-at-seattle-hookah-lounge/
2686047,"August 19, 2023",Wisconsin,Milwaukee,S 14th St and W Burnham St,0,9,0,0,1,https://www.gunviolencearchive.org/incident/2686047,https://atlasone.app/alerts/a461050b-f3d7-424f-8a15-b889b8bb6596
2685196,"August 19, 2023",Pennsylvania,Philadelphia,500 block of N Creighton St,1,8,0,0,0,https://www.gunviolencearchive.org/incident/2685196,https://6abc.com/philadelphia-gun-violence-philly-shooting-parkside-block-party-creighton-street/13671725/
2685332,"August 19, 2023",Georgia,Macon,834 Woodard Ave,1,3,0,0,1,https://www.gunviolencearchive.org/incident/2685332,https://www.13wmaz.com/article/news/local/macon-man-arrested-and-charged-in-2-separate-death-investigations/93-e23c68ea-9883-49e8-a613-60d0639e5a53
2686338,"August 19, 2023",Delaware,Wilmington,300 block of Chapel St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2686338,https://www.delawareonline.com/story/news/crime/2023/08/20/wilmington-shooting-southbridge-4-shot-1-critical/70636405007/
2684327,"August 18, 2023",Virginia,Norfolk,1510 E Brambleton Ave,0,4,0,0,3,https://www.gunviolencearchive.org/incident/2684327,https://www.13newsnow.com/article/news/crime/jahari-george-murder-suspect-also-facing-charges-separate-shooting/291-069b35e6-e1df-44eb-a9cd-34b6f8d00956
2685046,"August 18, 2023",Illinois,Chicago,3500 block of W 13th Pl,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2685046,https://www.fox32chicago.com/news/lawndale-mass-shooting
2684071,"August 16, 2023",Louisiana,Alexandria,2900 block of Levin St,1,4,0,0,0,https://www.gunviolencearchive.org/incident/2684071,https://www.kalb.com/2023/08/17/man-killed-four-others-injured-shooting-levin-street/
2683130,"August 16, 2023",Illinois,East Saint Louis,N 38th St and Audubon Ave,1,4,0,0,0,https://www.gunviolencearchive.org/incident/2683130,https://www.bnd.com/news/local/crime/article278325458.html
2683213,"August 16, 2023",Oklahoma,Oklahoma City,7405 NW 5th Terrace,4,0,1,0,0,https://www.gunviolencearchive.org/incident/2683213,https://www.koco.com/article/oklahoma-city-murder-suicide-three-children-woman/44837763
2682756,"August 16, 2023",Kentucky,Louisville,1800 block of W Muhammad Ali Blvd,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2682756,https://www.wave3.com/2023/08/16/4-hospital-after-shooting-russell-neighborhood/
2681831,"August 15, 2023",Tennessee,Clarksville,2655 Union Hall Rd,0,5,2,0,0,https://www.gunviolencearchive.org/incident/2681831,https://clarksvillenow.com/local/brother-of-men-killed-in-standoff-says-clarksville-police-didnt-have-to-use-lethal-force-they-could-have-all-come-out-alive/
2680467,"August 13, 2023",Tennessee,Memphis,Peabody Pl and S B B King Blvd,0,8,0,0,0,https://www.gunviolencearchive.org/incident/2680467,https://wreg.com/news/local/victims-share-stories-of-survival-after-downtown-mass-shooting/
2679624,"August 13, 2023",Ohio,Cincinnati,2300 block of Flora St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2679624,https://www.wcpo.com/news/local-news/police-at-least-3-injured-in-clifton-heights-shooting
2680270,"August 13, 2023",Illinois,Chicago,5700 block of S Payne Dr,1,3,0,0,0,https://www.gunviolencearchive.org/incident/2680270,https://abc7chicago.com/chicago-shooting-washington-park-news-police/13653902/
2679865,"August 13, 2023",Illinois,Rockford,600 block of Fisher Ave,0,7,0,0,0,https://www.gunviolencearchive.org/incident/2679865,https://www.wifr.com/2023/08/14/7-hurt-rockford-drive-by-shooting/
2680526,"August 13, 2023",Illinois,Chicago,100 block of W Division St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2680526,https://www.fox32chicago.com/news/old-town-drive-by-shooting-leaves-4-wounded
2680362,"August 13, 2023",Pennsylvania,Harrisburg,Cranberry St and N 2nd St,0,4,0,0,1,https://www.gunviolencearchive.org/incident/2680362,https://www.wgal.com/article/harrisburg-man-wanted-for-shooting-four-people-now-in-custody/46245037
2679878,"August 12, 2023",Michigan,Grand Rapids,Dickinson St SE and Madison Ave SE,0,4,0,0,0,https://www.gunviolencearchive.org/incident/2679878,https://www.woodtv.com/news/grand-rapids/at-least-3-shot-in-southeast-grand-rapids/
2678953,"August 12, 2023",Washington,Bothell,2005 185th Pl SE,1,3,0,0,0,https://www.gunviolencearchive.org/incident/2678953,https://mynorthwest.com/3923144/boy-16-dies-from-injuries-in-possible-gang-related-bothell-shooting/
2678650,"August 11, 2023",Arkansas,Pine Bluff,1601 S Cherry St,0,4,0,0,1,https://www.gunviolencearchive.org/incident/2678650,
2678825,"August 11, 2023",Minnesota,Minneapolis,2220 16th Ave S,1,6,0,0,1,https://www.gunviolencearchive.org/incident/2678825,https://www.cbsnews.com/minnesota/news/nudieland-mass-shooting-minneapolis-sentencing/
