incident_id,incident_date,state,city_or_county,address,victims_killed,victims_injured,suspects_killed,suspects_injured,suspects_arrested,incident_url,source_url
3452118,"April 19, 2026",Louisiana,Shreveport,355 W 79th St,8,2,1,0,0,https://www.gunviolencearchive.org/incident/3452118,https://www.wlbt.com/2026/04/19/eight-shreveport-children-dead-after-what-began-domestic-dispute-police-say/
3452000,"April 19, 2026",Iowa,Iowa City,100 block of E College St,0,5,0,0,0,https://www.gunviolencearchive.org/incident/3452000,https://www.westernslopenow.com/news/national-news/ap-3-students-shot-along-nightlife-district-near-the-university-of-iowa-authorities-say/
3451921,"April 18, 2026",California,Sacramento,2000 Howe Ave,0,4,0,0,3,https://www.gunviolencearchive.org/incident/3451921,https://www.abc10.com/article/news/crime/multiple-victims-found-with-gunshot-wounds-at-home-depot/103-a97a8af3-f568-4a77-965a-ee57cb97e2a9?ref=exit-recirc
3451726,"April 18, 2026",Arizona,Tolleson,2909 S 95th Ln,0,5,0,0,0,https://www.gunviolencearchive.org/incident/3451726,https://www.abc15.com/news/region-phoenix-metro/west-phoenix/5-people-including-two-juveniles-hurt-in-shooting-at-party-near-95th-avenue-and-lower-buckeye-road
3452058,"April 18, 2026",Virginia,Danville,700 block of Arlington Rd,1,4,0,0,0,https://www.gunviolencearchive.org/incident/3452058,https://www.wdbj7.com/2026/04/19/one-dead-several-injured-danville-shooting/
3452043,"April 18, 2026",New Jersey,Paterson,E 29th St and 10th Ave,1,3,0,0,0,https://www.gunviolencearchive.org/incident/3452043,https://www.cbsnews.com/newyork/news/paterson-new-jersey-multiple-shooting/
3451743,"April 18, 2026",Arizona,Litchfield Park,13336 W Stella Ln,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3451743,https://www.abc15.com/news/local-news/mcso-multiple-people-injured-after-house-party-shooting-in-litchfield-park
3451234,"April 17, 2026",Illinois,Chicago,4017 W Maypole Ave,3,1,0,0,0,https://www.gunviolencearchive.org/incident/3451234,https://abc7chicago.com/post/rickia-williams-2-others-killed-quadruple-west-garfield-park-chicago-shooting-outside-barbershop-pulaski-maypole/18912485/
3449700,"April 14, 2026",Missouri,Saint Louis,3016 Dr Martin Luther King Dr,1,3,0,0,0,https://www.gunviolencearchive.org/incident/3449700,https://www.ksdk.com/article/news/crime/police-responding-to-shooting-with-multiple-victims-in-north-st-louis/63-124d6ca5-2c48-45b1-9d5f-b14ba0cc2ca8
3447486,"April 12, 2026",California,Rosemead,Del Mar Ave and Garvey Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3447486,https://www.sbsun.com/2026/04/12/4-people-shot-including-17-year-old-boy-at-street-takeover-in-rosemead/
3447534,"April 11, 2026",Mississippi,Belzoni,310 Silver City Rd,1,4,0,0,4,https://www.gunviolencearchive.org/incident/3447534,https://www.supertalk.fm/4-arrested-after-mass-shooting-that-left-delta-state-student-dead/
3447256,"April 11, 2026",New Jersey,Union,2319 US-22,1,6,0,0,0,https://www.gunviolencearchive.org/incident/3447256,https://dailyvoice.com/nj/paterson/id-of-chick-fil-a-customer-killed-in-mass-nj-shooting-released/
3448047,"April 11, 2026",Indiana,Fort Wayne,3200 block of Abbott St,1,4,0,0,0,https://www.gunviolencearchive.org/incident/3448047,https://www.wfft.com/news/woman-dies-after-shooting-on-abbott-street-in-fort-wayne/article_c2515680-2be3-4708-a330-c71db7378eb6.html
3447590,"April 11, 2026",Virginia,Virginia Beach,1400 block of Atlantic Ave,0,7,0,1,3,https://www.gunviolencearchive.org/incident/3447590,https://www.dailypress.com/2026/04/17/virginia-beach-police-third-arrest-oceanfront-shooting/
3447705,"April 11, 2026",Texas,Fort Worth,5200 block of Shackleford St,0,5,0,0,1,https://www.gunviolencearchive.org/incident/3447705,https://www.dallasnews.com/news/crime/article/argument-led-mass-shooting-gender-reveal-party-22204292.php
3444305,"April 6, 2026",Mississippi,Monticello,229 F E Sellers Hwy,0,4,0,0,2,https://www.gunviolencearchive.org/incident/3444305,https://www.supertalk.fm/4-injured-in-shooting-at-sonic-in-monticello/
3443402,"April 5, 2026",Georgia,Ocilla,E 10th St and N McKinley St,1,3,0,0,1,https://www.gunviolencearchive.org/incident/3443402,https://gbi.georgia.gov/press-releases/2026-04-16/gbi-investigates-deadly-shooting-ocilla-irwin-county-georgia
3443936,"April 5, 2026",Georgia,Atlanta,984 Sparks St SW,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3443936,https://www.atlantanewsfirst.com/2026/04/06/large-police-presence-seen-atlantas-oakland-city-neighborhood/
3442698,"April 3, 2026",Idaho,Pocatello (Chubbuck),Batiste Rd and Tank Farm Rd,2,2,1,0,0,https://www.gunviolencearchive.org/incident/3442698,https://www.eastidahonews.com/2026/04/coroner-identifies-two-victims-of-tank-farm-road-shootings/
3441950,"April 1, 2026",California,Los Angeles,4700 block of S Broadway,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3441950,https://x.com/LAPDPIO/status/2039893572577792419/photo/1
3440883,"March 31, 2026",Louisiana,Winnfield,1714 Orange St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3440883,https://involvedinitall.com/winnfield-civic-center-shooting-injures-four-teens-during-late-night-event/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExcWc4d3NlaHhYdVl2RjVMaXNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR4xmODNy6rOavsrVslNDlWNoC25hRNUsdkg1NbusAimpwIdRrnhcw4jmc
3440032,"March 30, 2026",Pennsylvania,Philadelphia,S 60th St and Delancey St,2,3,0,0,0,https://www.gunviolencearchive.org/incident/3440032,https://6abc.com/post/west-philadelphia-shooting-leaves-2-dead-3-injured-60th-delancy/18812329/
3439441,"March 29, 2026",Idaho,Meridian,E Pine Ave and E Reem Dr,0,4,0,0,2,https://www.gunviolencearchive.org/incident/3439441,https://idahonews.com/news/local/two-in-custody-after-four-men-wounded-in-meridian-shooting
3439066,"March 29, 2026",Florida,Tallahassee,500 block of W Osceola St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3439066,https://www.wctv.tv/2026/03/29/four-people-injured-shooting-famu-campus-another-injured-separate-shooting-near-fsu/
3439025,"March 29, 2026",Texas,Dickinson,2403 24th St,0,7,0,0,1,https://www.gunviolencearchive.org/incident/3439025,https://www.fox26houston.com/news/dickinson-shooting-suspect-arrested-7-people-shot-april-2
3439992,"March 29, 2026",Arkansas,Little Rock,1400 145th St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3439992,https://katv.com/news/local/afterparty-at-bada-bing-grille-2-ends-with-four-hospitalized-in-shooting-pulaski-county-sheriffs-department-wrightsville-little-rock
3439044,"March 28, 2026",Texas,Houston,7300 block of Parkes St,0,6,0,0,0,https://www.gunviolencearchive.org/incident/3439044,https://www.khou.com/article/news/crime/house-party-shooting-parkes-street/285-8681ab43-da07-4e2d-a424-497dfc6cb1af
3438470,"March 26, 2026",Pennsylvania,Philadelphia,400 block of N 59th St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3438470,https://opendataphilly.org/datasets/shooting-victims/
3437641,"March 25, 2026",California,Sacramento,3328 9th Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3437641,https://www.abc10.com/article/news/local/sacramento/oak-park-family-speaks-out-weeks-shooting-injures-child-relatives/103-2d886e2d-e0ff-4208-8b2d-e95408b590d1
3436155,"March 24, 2026",Delaware,Wilmington,836 W 7th St,2,2,0,0,0,https://www.gunviolencearchive.org/incident/3436155,https://6abc.com/post/multiple-people-reportedly-shot-gunfire-erupts-wilmington-delaware/18763763/
3435445,"March 23, 2026",Virginia,Virginia Beach,1255 Fordham Dr,0,7,0,0,0,https://www.gunviolencearchive.org/incident/3435445,https://www.wavy.com/news/local-news/virginia-beach/large-police-presence-at-kempsriver-crossing-in-virginia-beach/
3435834,"March 23, 2026",South Carolina,Dillon,S 9th Ave,2,2,0,0,3,https://www.gunviolencearchive.org/incident/3435834,https://wpde.com/news/local/dillon-police-arrest-man-in-march-homicide-investigation-crime
3434944,"March 22, 2026",Pennsylvania,Harrisburg (Steelton),9 N Front St,1,3,0,0,0,https://www.gunviolencearchive.org/incident/3434944,https://www.fox43.com/article/traffic/incidents/1-dead-several-injured-in-steelton-lounge-shooting-early-sunday/521-64d969ea-652c-439d-9fba-ea7df41311bb
3435007,"March 22, 2026",Texas,Tyler,11840 State Hwy 64,2,2,0,0,2,https://www.gunviolencearchive.org/incident/3435007,https://www.cbs19.tv/article/news/local/smith-county-suspects-charged-in-deadly-club-shooting-one-charged-with-capital-murder/501-ce103cd7-01cc-4f98-9bd3-01981e2585e3
3434941,"March 22, 2026",North Carolina,Greensboro,100 block of E Lewis St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3434941,https://myfox8.com/news/north-carolina/greensboro/greensboro-residents-frustrated-after-violent-weekend-wouldnt-bring-my-grandchildren-down-here/
3434542,"March 22, 2026",Illinois,Normal,700 block of Franklin Ave,0,6,0,0,0,https://www.gunviolencearchive.org/incident/3434542,https://www.wglt.org/local-news/2026-03-23/normal-police-seeks-public-help-as-they-investigate-sundays-mass-shooting
3434809,"March 22, 2026",Texas,Amarillo,2906 S Dallas St,2,4,0,0,1,https://www.gunviolencearchive.org/incident/3434809,https://abc7amarillo.com/news/local/three-injured-relatives-recovering-after-dallas-street-shooting-gofundme-set-for-victims-james-dean-pena-virgil-lee-thompson-larry-jimenez-gun-violence-violent-crime-amarillo-police
3434705,"March 22, 2026",New Mexico,Albuquerque,Blake Rd SW and Coors Blvd SW,1,4,0,0,0,https://www.gunviolencearchive.org/incident/3434705,https://www.kob.com/news/top-news/bcso-investigates-south-valley-house-party-shooting/?fbclid=IwY2xjawQyTAhleHRuA2FlbQIxMABicmlkETFXd1dhd2taaXVrNDZVRUVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHuIuZ16C6BXV99NW3ndaI9Qj76SRAD_-ji8LKCUpuu1TmG2xsKKzZmseoAIs_ae
3434814,"March 22, 2026",Texas,Amarillo,1901 NW 14th Ave,4,4,1,0,0,https://www.gunviolencearchive.org/incident/3434814,https://abc7amarillo.com/news/local/6th-victim-of-sunday-shootings-dies-1901-nw-14th-street-bonham-danny-shead-dustin-dale-johnson-amarillo-teodoro-garcia-herrera-courtney-holman-aaron-harper-virgil-lee-thompson-larry-jimenez
3434503,"March 22, 2026",Georgia,Midway,400 block of Bill Carter Rd,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3434503,https://www.wtoc.com/2026/03/22/four-injured-liberty-county-shooting-early-sunday-morning/
3434390,"March 22, 2026",New Mexico,Clovis,621 W Grand Ave,2,4,0,0,2,https://www.gunviolencearchive.org/incident/3434390,https://www.easternnewmexiconews.com/story/2026/04/15/news/murder-charge-dismissed-in-party-shooting/233202.html
3434970,"March 22, 2026",North Carolina,Charlotte,5923 Hucks Rd,1,4,0,0,0,https://www.gunviolencearchive.org/incident/3434970,https://www.charlotteobserver.com/news/local/crime/article315152410.html
3434487,"March 21, 2026",Wisconsin,Milwaukee,N 37th St and W Kiley Ave,1,4,0,0,1,https://www.gunviolencearchive.org/incident/3434487,https://www.cbs58.com/news/milwaukee-man-facing-charges-in-connection-with-shooting-that-left-1-dead-4-others-injured
3434102,"March 21, 2026",Oklahoma,Lawton,6425 Cache Rd,1,3,0,0,2,https://www.gunviolencearchive.org/incident/3434102,https://www.kswo.com/2026/03/31/lawton-man-charged-with-murder-bar-shooting-that-left-one-dead/
3434591,"March 21, 2026",Missouri,Saint Louis,1438 N 13th St,1,3,1,0,1,https://www.gunviolencearchive.org/incident/3434591,https://www.ksdk.com/article/news/crime/family-mourns-store-owner-liban-yusuf-killed-outside-north-st-louis-dragon-smoke-shop/63-fa1c8c24-1bd6-4ec9-a12a-8c7524d962be
3434005,"March 20, 2026",Minnesota,Minneapolis,310 W Lake St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3434005,https://www.kare11.com/article/news/local/teenagers-injured-after-saturday-night-shooting-in-minneapolis/89-d5466ddb-f479-4e88-9161-4826bdbd919c
3431439,"March 16, 2026",Florida,Palm Beach Gardens (Riviera Beach),1555 Martin Luther King Jr Blvd,2,3,0,0,1,https://www.gunviolencearchive.org/incident/3431439,https://cbs12.com/news/local/florida-mass-shooting-update-police-department-confirm-second-victim-death-after-riviera-beach-shooting-spree-suspect-in-custody-azure-estates-along-dr-martin-luther-king-jr-boulevard-john-richard-haliburton-iii-dillon-wright-
3430621,"March 14, 2026",Minnesota,Minneapolis,3000 block of Russell Ave N,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3430621,https://www.mncrime.com/latest/4-people-shot-in-north-minneapolis-after-dispute-escalates-to-gunfire
3430366,"March 14, 2026",Texas,Port Aransas,Port Aransas Beach Rd,0,5,0,0,1,https://www.gunviolencearchive.org/incident/3430366,https://www.kens5.com/article/news/teen-in-first-court-hearing-after-beach-shooting/503-a7cdfdf9-4a1c-47a5-adf6-caae573be0b7
3427034,"March 9, 2026",Virginia,Dumfries,1801 Potomac Shores Pkwy,1,3,0,1,4,https://www.gunviolencearchive.org/incident/3427034,https://dailyvoice.com/md/bowie/third-teen-arrested-in-basketball-court-shooting-that-left-18-year-old-dead-police/
3427146,"March 8, 2026",North Carolina,Asheville,100 block of N Lexington Ave,0,7,0,0,2,https://www.gunviolencearchive.org/incident/3427146,https://www.wyff4.com/article/asheville-mass-shooting-3rd-suspect/70846724
3425943,"March 8, 2026",New York,Brooklyn,9404 Ave L,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3425943,https://abc7ny.com/post/canarsie-shooting-4-people-shot-outside-restaurant-bar-brooklyn-nyc/18692323/
3425537,"March 7, 2026",California,Oakland,412 14th St,2,5,0,0,0,https://www.gunviolencearchive.org/incident/3425537,https://www.mercurynews.com/2026/03/26/officers-violate-probation-of-wounded-man-who-survived-oakland-mass-shooting/
3426698,"March 7, 2026",Arkansas,Osceola,4635 W Keiser Ave,1,3,0,0,5,https://www.gunviolencearchive.org/incident/3426698,https://www.kait8.com/2026/03/09/one-killed-three-injured-shooting-osceola-restaurant/
3425956,"March 7, 2026",Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6,0,0,4,https://www.gunviolencearchive.org/incident/3425956,https://www.wavy.com/news/local-news/virginia-beach/vbpd-seek-fifth-suspect-in-atlantic-avenue-shooting/
3425965,"March 6, 2026",Alabama,Selma,1200 block of Alabama Ave,0,6,0,0,1,https://www.gunviolencearchive.org/incident/3425965,https://www.al.com/news/mobile/2026/03/eight-injured-in-selma-shootings-during-bridge-crossing-jubilee-weekend.html
3425252,"March 5, 2026",Florida,Apopka,200 block of W 12th St,1,3,0,0,0,https://www.gunviolencearchive.org/incident/3425252,https://www.wesh.com/article/man-dies-4-people-shot-apopka-neighborhood/70678593
3421673,"March 1, 2026",Ohio,Cincinnati,4343 Kellogg Ave,0,9,0,1,2,https://www.gunviolencearchive.org/incident/3421673,https://local12.com/news/local/3-men-indicted-on-federal-charges-for-2-high-profile-cincinnati-shootings-riverfront-live-citybird-fountain-square-east-end-franeek-cobb-derrick-long-shaquille-ferguson-gun-ammunition-cartridges-felon-shot-crime-possession
3421705,"March 1, 2026",Texas,Austin,700 W 6th St,3,15,1,0,0,https://www.gunviolencearchive.org/incident/3421705,https://www.kxan.com/news/austin-mass-shooting/gods-grace-man-seen-in-video-being-shot-by-6th-st-mass-shooting-suspect-speaks-out/
3422318,"March 1, 2026",Iowa,Marshalltown,100 block of N 11th Ave,1,3,0,0,1,https://www.gunviolencearchive.org/incident/3422318,https://www.timesrepublican.com/news/todays-news/2026/03/identity-of-man-killed-in-sunday-morning-shooting-released-2/
3422185,"February 28, 2026",Texas,Edinburg,10500 block of Hwy 107,4,2,0,0,0,https://www.gunviolencearchive.org/incident/3422185,https://www.kurv.com/names-of-rural-edinburg-shooting-victims-released/
3421632,"February 28, 2026",California,Palm Springs,19345 N Indian Canyon Dr,2,3,0,0,0,https://www.gunviolencearchive.org/incident/3421632,https://kesq.com/news/top-stories/2026/02/28/two-dead-in-palm-springs-shooting-investigation-underway/
3423765,"February 28, 2026",California,Anaheim,2000 block of S Sprague Ln,0,4,0,0,4,https://www.gunviolencearchive.org/incident/3423765,https://www.cbsnews.com/losangeles/news/anaheim-baby-shower-gang-related-shooting-arrests-sprague-lane/
3421202,"February 27, 2026",Michigan,Detroit,19486 Sherwood St,2,2,0,0,0,https://www.gunviolencearchive.org/incident/3421202,https://www.wxyz.com/news/region/detroit/2-killed-2-injured-after-shooting-at-funeral-repast-in-detroit
3418607,"February 23, 2026",Missouri,Highlandville,US 160 and Reeds Spring,2,2,1,0,0,https://www.gunviolencearchive.org/incident/3418607,https://www.police1.com/officer-down/man-who-fatally-shot-mo-deputy-kills-second-deputy-in-shootout
3417656,"February 22, 2026",Florida,Jacksonville,Jessie St and A Philip Randolph Blvd,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3417656,https://www.actionnewsjax.com/news/local/jacksonville-police-seek-suspect-after-four-shot-memorial-rapper-lil-poppa/PJTKTYA7RFAM7ODZNAHLMSZ7NI/
3417505,"February 21, 2026",Missouri,Kansas City,4900 block of College Ave,2,4,0,0,0,https://www.gunviolencearchive.org/incident/3417505,https://www.kansascity.com/news/local/article314795112.html
3417663,"February 21, 2026",Florida,Jacksonville,Beach Blvd and 3rd St,0,5,0,0,0,https://www.gunviolencearchive.org/incident/3417663,https://www.firstcoastnews.com/article/news/local/teen-takeover-shooting-jacksonville-beach/77-ddc56b5c-6632-4d84-a7b7-de5c4dbc770e
3417012,"February 21, 2026",Virginia,Richmond,100 block of N 18th St,2,7,0,0,3,https://www.gunviolencearchive.org/incident/3417012,https://www.wtvr.com/news/local-news/drevon-jackson-brown-brother-of-shockoe-bottom-victim-charged-in-mass-shooting-march-7-2026
3416638,"February 19, 2026",Michigan,Flint,5400 block of Edwards Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3416638,https://www.abc12.com/news/crime/four-people-injured-in-drive-by-shooting-on-flints-north-side/article_ee72457f-ab6f-4e3a-b209-1b6d63977793.html
3416087,"February 18, 2026",Georgia,Atlanta,903 Peachtree St NE,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3416087,https://www.atlantanewsfirst.com/2026/02/19/4-shot-inside-midtown-atlanta-apartment-police-say/
3413578,"February 16, 2026",Rhode Island,Pawtucket,25 Andrew D. Ferland Way,3,2,1,0,0,https://www.gunviolencearchive.org/incident/3413578,https://www.wpri.com/news/local-news/blackstone-valley/family-ids-mother-son-killed-in-deadly-shooting-at-pawtucket-ice-rink/
3413033,"February 15, 2026",Ohio,Cincinnati,4023 Hamilton Ave,2,2,0,0,0,https://www.gunviolencearchive.org/incident/3413033,https://www.wlwt.com/article/2-dead-2-hurt-shooting-nightclub-in-northside/70366388
3413558,"February 15, 2026",North Carolina,Charlotte,10000 block of Battle Ct,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3413558,https://www.qcnews.com/crime-and-public-safety/four-people-injured-after-shooting-into-occupied-residence-in-east-charlotte-cmpd/
3412880,"February 15, 2026",Missouri,Kansas City,2801 Southwest Blvd,2,2,0,0,1,https://www.gunviolencearchive.org/incident/3412880,https://www.kctv5.com/2026/02/17/man-accused-killing-two-kansas-city-nightclub-shooting-was-under-federal-watch/
3414194,"February 15, 2026",Louisiana,New Orleans,13500 block of Granville St,1,3,0,0,0,https://www.gunviolencearchive.org/incident/3414194,https://www.wdsu.com/article/mardi-gras-shootings/70422264
3413331,"February 15, 2026",Alabama,Mobile,Dauphin St and S Joachim St,0,6,0,1,2,https://www.gunviolencearchive.org/incident/3413331,https://www.fox10tv.com/2026/04/02/mpd-arrests-2nd-suspect-joe-cain-day-shooting/
3413484,"February 15, 2026",Florida,Orlando,436 S Parramore Ave,0,4,0,0,1,https://www.gunviolencearchive.org/incident/3413484,https://www.orlandosentinel.com/2026/04/15/teen-16-charged-as-adult-in-orlando-restaurant-shooting/
3410956,"February 12, 2026",Louisiana,Hammond,43542 Willow Villa Rd,1,3,0,1,1,https://www.gunviolencearchive.org/incident/3410956,https://unfilteredwithkiran.com/tangipahoa-officials-investigating-four-injured-including-a-child-in-apartment-shooting/
3409889,"February 10, 2026",Florida,Sarasota,4822 Fallcrest Cir,6,0,1,0,0,https://www.gunviolencearchive.org/incident/3409889,https://www.cbsnews.com/miami/news/sarasota-fort-lauderdale-cross-state-murder-spree/
3409248,"February 9, 2026",Washington,Auburn,915 26th St NE,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3409248,https://komonews.com/news/local/three-people-shot-at-auburn-apartment-complex-for-homeless-young-adults-gun-violence-crime-investigation-youth-houseless-rent-police-suspect-victim
3408878,"February 8, 2026",California,San Jose,N Market St and W Santa Clara St,0,6,0,0,1,https://www.gunviolencearchive.org/incident/3408878,https://www.sjpd.org/Home/Components/News/News/2719/262
3408435,"February 8, 2026",Florida,Jacksonville,750 Edgewood Ave,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3408435,https://www.actionnewsjax.com/news/local/four-people-shot-overnight-an-edgewood-bar-suspect-still-large/HFU4C3JRYFFCDNITGJ6ANEOM6A/
3409150,"February 7, 2026",Texas,Plainview,2700 block of Upchurch St,4,0,1,0,0,https://www.gunviolencearchive.org/incident/3409150,https://www.lubbockonline.com/story/news/crime/2026/02/09/texas-rangers-assist-after-5-killed-in-hale-county-shooting/88596174007/
3407028,"February 4, 2026",Florida,Jacksonville,Begonia Rd and Wisteria St,0,4,0,0,1,https://www.gunviolencearchive.org/incident/3407028,https://www.news4jax.com/news/local/2026/02/19/jso-arrests-19-year-old-in-magnolia-gardens-shooting-that-injured-4-including-raines-high-student-during-street-fight/
3406724,"February 4, 2026",California,Los Angeles,100 block of W 89th St,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3406724,https://ktla.com/news/local-news/3-women-man-hospitalized-after-overnight-shooting-in-los-angeles/
3405940,"February 1, 2026",North Carolina,Concord,1480 Fairington Dr NW,2,2,0,0,3,https://www.gunviolencearchive.org/incident/3405940,https://www.wbtv.com/2026/02/06/two-more-arrests-made-concord-mass-shooting/
3404760,"February 1, 2026",Indiana,Indianapolis,2700 block of Barrington Ave,2,2,0,0,0,https://www.gunviolencearchive.org/incident/3404760,https://www.wthr.com/article/news/crime/2-dead-after-shooting-on-indianapolis-southeast-side-indiana-barrington-avenue/531-66a35329-f5ba-46cd-90c4-75d8d5e29d0b
3404918,"February 1, 2026",Washington,Seattle,515 2nd Ave,1,3,0,0,0,https://www.gunviolencearchive.org/incident/3404918,https://www.king5.com/article/news/crime/man-shot-killed-seattle-parking-garage-identified/281-7eb72260-46a4-4f2d-bbaf-a138e68b3385
3404749,"January 31, 2026",Texas,Houston,11300 block of Homestead Rd,1,5,0,0,0,https://www.gunviolencearchive.org/incident/3404749,https://www.click2houston.com/news/local/2026/02/01/busy-night-in-houston-as-three-separate-shootings-send-multiple-people-to-hospitals/
3404274,"January 31, 2026",Louisiana,Clinton,12200 block of Saint Helena St,0,5,0,0,5,https://www.gunviolencearchive.org/incident/3404274,https://www.gofundme.com/f/help-feliciana-family-and-friends-reach-our-goal
3403392,"January 29, 2026",North Carolina,Mount Airy,Samurai Ln and Welcome Baptist Church Rd,2,2,0,0,4,https://www.gunviolencearchive.org/incident/3403392,https://www.elkintribune.com/news/court-records-reveal-suspects-victims-in-mount-airy-mass-shooting/article_e78606bc-35e9-52ec-a08a-cc5af588c1c7.html
3401741,"January 26, 2026",Pennsylvania,Philadelphia,1700 block of N Croskey St,1,3,0,0,0,https://www.gunviolencearchive.org/incident/3401741,https://6abc.com/post/4-men-shot-north-philadelphia-home-1-victim-dead/18476557/
3401244,"January 24, 2026",Massachusetts,Carver,53 Silva St,2,2,0,0,1,https://www.gunviolencearchive.org/incident/3401244,https://fallriverreporter.com/local-rapper-among-those-killed-in-fatal-shooting-at-childs-birthday-party-in-carver-fundraiser-created/
3400480,"January 23, 2026",Georgia,Lawrenceville,1031 Brook Ivy Ct,4,0,0,0,1,https://www.gunviolencearchive.org/incident/3400480,https://www.fox5atlanta.com/news/four-dead-lawrenceville-shooting-suspect-custody
3400103,"January 22, 2026",District of Columbia,Washington,5900 block of 16th St NW,0,5,0,0,0,https://www.gunviolencearchive.org/incident/3400103,https://twitter.com/DCPoliceDept/status/2014507187188469767
3398000,"January 18, 2026",Louisiana,Baton Rouge,11674 Florida Blvd,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3398000,https://unfilteredwithkiran.com/baton-rouge-overnight-shooting-leaves-four-people-injured/
3397939,"January 17, 2026",Washington,Seattle,600 block of 8th Ave,1,3,0,0,0,https://www.gunviolencearchive.org/incident/3397939,https://www.king5.com/article/news/crime/seattle-police-investigating-overnight-shootings-that-killed-one-injured-three/281-64b8b125-5d6b-42e8-adc6-cd776e17af27
3396863,"January 16, 2026",Louisiana,New Orleans,2301 Orleans Ave,1,3,0,0,1,https://www.gunviolencearchive.org/incident/3396863,https://www.fox8live.com/2026/02/09/woman-critically-hurt-dooky-chases-shooting-cleared-return-california-sister-says/
3393630,"January 11, 2026",Texas,Slaton,335 E Floyd St,2,2,1,0,0,https://www.gunviolencearchive.org/incident/3393630,https://dallasexpress.com/crime/deadly-texas-domestic-dispute-child-custody-battle-turns-fatal-in-slaton/
3393700,"January 11, 2026",California,Los Angeles,1401 W Manchester Ave,1,4,0,0,0,https://www.gunviolencearchive.org/incident/3393700,https://mynewsla.com/crime/2026/01/15/victim-killed-in-manchester-square-shooting-identified/
3393558,"January 11, 2026",Texas,Newton,500 block of Kerr St,1,3,0,0,3,https://www.gunviolencearchive.org/incident/3393558,https://www.12newsnow.com/article/news/local/third-suspect-arrested-in-newton-shooting-that-killed-louisiana-woman/502-b88ef105-a28a-49f8-9dae-262396576f20
3393785,"January 11, 2026",Colorado,Strasburg,96th Ave and Strasburg Rd,1,3,0,0,1,https://www.gunviolencearchive.org/incident/3393785,https://kdvr.com/news/local/teen-arrested-in-connection-with-deadly-strasburg-shooting/
3392576,"January 9, 2026",Mississippi,Cedarbluff,123 David Hill Rd,6,0,0,0,1,https://www.gunviolencearchive.org/incident/3392576,https://www.wapt.com/article/mass-shooting-in-clay-county/69964558
3390981,"January 7, 2026",Utah,Salt Lake City,660 N Redwood Rd,2,6,0,0,2,https://www.gunviolencearchive.org/incident/3390981,https://www.deseret.com/utah/2026/02/28/jury-indicts-2-gang-members-in-connection-with-double-killing-at-salt-lake-church/
3390421,"January 6, 2026",Alabama,Montgomery,3800 block of Southmont Dr,0,4,0,0,0,https://www.gunviolencearchive.org/incident/3390421,https://www.waka.com/2026/01/06/four-people-injured-in-montgomery-shooting/
3388923,"January 4, 2026",Tennessee,Talbott,700 block of Old Poplar Ridge Rd,2,2,0,0,2,https://www.gunviolencearchive.org/incident/3388923,https://www.wate.com/news/hamblen-county-news/friends-seek-justice-as-men-charged-in-fatal-hamblen-co-shooting-appear-in-court/
3388817,"January 4, 2026",Kentucky,Louisville,3700 Klondike Ln,0,4,0,0,1,https://www.gunviolencearchive.org/incident/3388817,https://www.wdrb.com/news/crime-reports/17-year-old-charged-in-connection-with-louisville-lounge-shooting-that-injured-4/article_1a20d00f-85b1-4cde-a0d4-b0bfb888e18d.html
3388549,"January 3, 2026",Indiana,Indianapolis,5244 E 32nd St,2,2,0,0,0,https://www.gunviolencearchive.org/incident/3388549,https://www.wthr.com/article/news/crime/2-dead-2-injured-after-shooting-on-indianapolis-east-side-indiana-wthr-13news/531-4a36df5d-fcc5-436f-88fc-d56092d38884
3388628,"January 3, 2026",Colorado,Denver,10101 E Hampden Ave,2,2,0,0,0,https://www.gunviolencearchive.org/incident/3388628,https://www.9news.com/article/news/crime/denver-deadly-shooting/73-e5acbb77-56b5-4ed6-aa81-803ba8854e32
