incident_id,review_status,final_category,final_confidence,notes,source_override
3447256,resolved,public_space,0.5,"The investigation remains active and no arrests have been made, authorities said. Preliminary findings indicate the incident does not appear to be random and there is no ongoing threat to the general public.",https://dailyvoice.com/nj/paterson/id-of-chick-fil-a-customer-killed-in-mass-nj-shooting-released/
